boilerSize,radiatorType,radiator,toilet,toileType,washbasin,washbasinType,bathhub,bathhubType,showerCabin,showerCabinType,Bidet,BidetType,waterHeater,waterHeaterType,sinkTypeQuality,sinkCategorie,cost,time
big,Helyos_Evo,5,2,One-Piece,1,Pedestal,2,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,high,single,758284,61
small,Helyos_Evo,1,3,One-Piece,2,Pedestal,2,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,poor,double,485667,42
medium,COPA_Aluminium,12,0,Wall-Hung,3,Wall-Mounted,0,Luxury,2,Basic_Enclosure,0,Wall-Hung,1,Electric-30liters,high,single,474485,41
big,FONDITAL_ARDENTE_C2,8,2,Wall-Hung,3,Pedestal,2,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,poor,single,727615,64
small,Sira_Alice_Royal,9,0,Basic-Ceramic,3,Pedestal,0,Standard,1,Luxury_Enclosure,1,Wall-Hung,1,GAS-11liters,high,double,572542,49
small,COPA_Aluminium,14,2,Basic-Ceramic,3,Pedestal,0,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,high,single,602235,61
small,Samochauf_SAHD,15,1,Basic-Ceramic,0,Countertop,2,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,poor,double,672436,53
medium,Primavera_H500,9,0,One-Piece,2,Wall-Mounted,1,Luxury,2,Basic_Enclosure,1,Wall-Hung,1,Electric-30liters,poor,single,612254,52
big,GLOBAL_ISEO_350,8,0,Basic-Ceramic,2,Pedestal,2,Standard,0,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-50liters,poor,single,990714,38
big,Primavera_H500,2,1,Wall-Hung,3,Pedestal,0,Luxury,0,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,high,double,176077,16
medium,Sira_Alice_Royal,15,2,Wall-Hung,3,Pedestal,1,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-6liters,high,double,952380,78
big,Samochauf_SAHD,9,1,Wall-Hung,0,Countertop,0,Standard,1,Luxury_Enclosure,1,Wall-Hung,1,Electric-50liters,high,double,470639,32
medium,GLOBAL_ISEO_350,2,3,Wall-Hung,1,Pedestal,1,Luxury,0,Basic_Enclosure,0,Wall-Hung,1,Electric-50liters,high,single,459158,23
medium,Sira_Alice_Royal,1,2,Wall-Hung,2,Pedestal,0,Luxury,0,Luxury_Enclosure,0,Wall-Hung,0,Electric-50liters,poor,double,176835,17
small,COPA_Aluminium,1,1,Wall-Hung,0,Countertop,1,Luxury,0,Luxury_Enclosure,2,Wall-Hung,0,Electric-50liters,high,double,227090,20
big,Samochauf_SAHD,11,2,Basic-Ceramic,2,Pedestal,0,Standard,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,high,single,372648,45
medium,GLOBAL_ISEO_350,13,0,Wall-Hung,3,Wall-Mounted,2,Luxury,0,Luxury_Enclosure,0,Wall-Hung,2,Electric-30liters,high,double,1655689,65
small,COPA_Aluminium,1,1,One-Piece,2,Pedestal,1,Standard,1,Basic_Enclosure,1,Wall-Hung,2,Electric-50liters,poor,double,335184,31
small,GLOBAL_ISEO_350,11,2,One-Piece,1,Wall-Mounted,2,Standard,0,Basic_Enclosure,2,Wall-Hung,1,Electric-30liters,poor,single,1437357,45
big,Sira_Alice_Royal,3,2,Basic-Ceramic,2,Wall-Mounted,1,Luxury,1,Basic_Enclosure,2,Wall-Hung,2,Electric-50liters,poor,double,446184,37
big,Helyos_Evo,12,2,Wall-Hung,2,Countertop,1,Luxury,2,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-11liters,high,double,933214,62
small,FONDITAL_ARDENTE_C2,13,2,Basic-Ceramic,1,Countertop,2,Luxury,0,Basic_Enclosure,1,Wall-Hung,0,Electric-50liters,poor,single,632004,46
big,Primavera_H500,9,2,One-Piece,0,Wall-Mounted,2,Luxury,2,Basic_Enclosure,0,Wall-Hung,2,Electric-50liters,poor,double,714647,62
medium,GLOBAL_ISEO_350,8,3,Wall-Hung,0,Wall-Mounted,0,Standard,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,Electric-50liters,high,single,992896,26
medium,GLOBAL_ISEO_350,11,3,Wall-Hung,1,Countertop,1,Standard,2,Basic_Enclosure,1,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,1520904,68
medium,Primavera_H500,9,0,One-Piece,2,Pedestal,1,Standard,0,Luxury_Enclosure,0,Wall-Hung,2,Electric-50liters,high,double,509261,44
small,FONDITAL_ARDENTE_C2,11,2,Basic-Ceramic,3,Wall-Mounted,1,Luxury,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,poor,single,668160,61
big,GLOBAL_ISEO_350,9,3,One-Piece,1,Wall-Mounted,0,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,1,GAS-6liters,high,single,1123050,33
big,COPA_Aluminium,0,3,Wall-Hung,2,Countertop,2,Standard,2,Luxury_Enclosure,0,Wall-Hung,1,Electric-30liters,high,single,557657,39
big,COPA_Aluminium,3,2,Wall-Hung,1,Countertop,2,Luxury,0,Basic_Enclosure,0,Wall-Hung,2,Electric-50liters,high,double,433670,33
medium,FONDITAL_ARDENTE_C2,1,3,Basic-Ceramic,2,Countertop,2,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,poor,double,349847,28
medium,GLOBAL_ISEO_350,13,2,Wall-Hung,1,Countertop,2,Luxury,2,Luxury_Enclosure,2,Wall-Hung,2,GAS-6liters,high,single,2091715,87
small,Sira_Alice_Royal,6,3,One-Piece,2,Wall-Mounted,1,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,poor,double,515643,43
big,Helyos_Evo,11,0,Basic-Ceramic,0,Pedestal,2,Standard,0,Basic_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,poor,single,399102,32
small,FONDITAL_ARDENTE_C2,8,2,One-Piece,3,Wall-Mounted,2,Standard,0,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,poor,double,476744,46
big,GLOBAL_ISEO_350,15,1,One-Piece,0,Wall-Mounted,0,Luxury,0,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,poor,double,1727539,51
big,Sira_Alice_Royal,0,2,Wall-Hung,0,Countertop,0,Standard,2,Basic_Enclosure,2,Bidet-Ceramic,0,Electric-30liters,poor,single,307672,20
medium,GLOBAL_ISEO_350,2,0,One-Piece,3,Pedestal,0,Standard,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,Electric-30liters,poor,double,464214,23
medium,GLOBAL_ISEO_350,13,3,One-Piece,3,Pedestal,2,Standard,1,Luxury_Enclosure,1,Bidet-Ceramic,1,GAS-11liters,poor,single,1785421,62
big,Samochauf_SAHD,0,1,Wall-Hung,2,Pedestal,2,Standard,0,Basic_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,high,double,255437,19
big,Helyos_Evo,1,3,One-Piece,2,Countertop,0,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,poor,single,202550,19
big,GLOBAL_ISEO_350,1,2,Wall-Hung,2,Pedestal,0,Standard,2,Luxury_Enclosure,2,Bidet-Ceramic,0,GAS-6liters,poor,double,489526,27
big,GLOBAL_ISEO_350,15,0,Basic-Ceramic,0,Pedestal,1,Luxury,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-30liters,high,double,1765919,40
big,Sira_Alice_Royal,1,0,Wall-Hung,0,Wall-Mounted,1,Luxury,2,Basic_Enclosure,2,Wall-Hung,0,Electric-30liters,high,single,271256,22
small,Helyos_Evo,9,2,Wall-Hung,0,Countertop,0,Luxury,0,Basic_Enclosure,2,Wall-Hung,0,GAS-6liters,high,single,407524,30
medium,FONDITAL_ARDENTE_C2,13,2,Basic-Ceramic,3,Pedestal,0,Luxury,1,Luxury_Enclosure,2,Wall-Hung,1,GAS-11liters,high,double,691747,51
medium,COPA_Aluminium,15,1,Basic-Ceramic,0,Pedestal,0,Luxury,1,Luxury_Enclosure,2,Wall-Hung,2,GAS-6liters,high,double,597402,47
medium,FONDITAL_ARDENTE_C2,15,0,One-Piece,0,Countertop,1,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,2,Electric-50liters,poor,single,642140,43
big,FONDITAL_ARDENTE_C2,6,1,One-Piece,0,Wall-Mounted,1,Luxury,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,poor,double,361752,31
small,COPA_Aluminium,13,0,Basic-Ceramic,3,Wall-Mounted,0,Luxury,1,Basic_Enclosure,0,Bidet-Ceramic,0,Electric-50liters,high,single,387838,40
big,COPA_Aluminium,15,1,One-Piece,0,Wall-Mounted,2,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-30liters,high,double,532768,65
small,Helyos_Evo,8,0,Wall-Hung,2,Pedestal,1,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,Electric-50liters,poor,double,748509,47
big,Samochauf_SAHD,5,3,One-Piece,3,Pedestal,2,Luxury,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,poor,double,595082,53
big,Samochauf_SAHD,4,3,Wall-Hung,3,Pedestal,1,Luxury,1,Basic_Enclosure,0,Bidet-Ceramic,2,GAS-6liters,poor,double,498312,43
big,Helyos_Evo,11,3,Wall-Hung,0,Wall-Mounted,1,Standard,1,Basic_Enclosure,0,Wall-Hung,1,GAS-11liters,high,single,615889,56
small,Primavera_H500,4,3,Wall-Hung,0,Wall-Mounted,0,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,0,Electric-50liters,high,double,457938,33
big,Helyos_Evo,3,2,Basic-Ceramic,1,Wall-Mounted,0,Luxury,2,Basic_Enclosure,0,Wall-Hung,2,GAS-11liters,poor,double,418109,34
medium,COPA_Aluminium,7,1,One-Piece,2,Pedestal,0,Luxury,1,Luxury_Enclosure,0,Wall-Hung,2,Electric-30liters,high,double,395762,34
medium,Sira_Alice_Royal,6,1,Basic-Ceramic,1,Wall-Mounted,0,Standard,0,Basic_Enclosure,0,Wall-Hung,1,Electric-50liters,high,double,275386,22
small,FONDITAL_ARDENTE_C2,2,2,Wall-Hung,1,Pedestal,2,Standard,2,Basic_Enclosure,1,Wall-Hung,1,Electric-50liters,poor,single,504353,35
small,GLOBAL_ISEO_350,14,3,One-Piece,2,Pedestal,0,Luxury,2,Luxury_Enclosure,1,Wall-Hung,1,GAS-11liters,poor,single,1940149,59
small,Primavera_H500,12,1,Wall-Hung,2,Wall-Mounted,1,Luxury,2,Basic_Enclosure,2,Wall-Hung,1,Electric-30liters,poor,single,800979,62
medium,GLOBAL_ISEO_350,8,2,Wall-Hung,3,Countertop,0,Luxury,2,Basic_Enclosure,1,Bidet-Ceramic,0,GAS-6liters,poor,double,1270139,47
big,Primavera_H500,1,2,One-Piece,0,Wall-Mounted,2,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-6liters,high,single,321628,23
medium,FONDITAL_ARDENTE_C2,15,2,One-Piece,2,Wall-Mounted,2,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,1,Electric-30liters,high,double,839158,79
medium,Helyos_Evo,13,0,Basic-Ceramic,0,Countertop,1,Standard,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,Electric-50liters,high,double,834000,59
small,Samochauf_SAHD,8,3,Basic-Ceramic,3,Countertop,2,Luxury,2,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,high,double,691015,61
small,Samochauf_SAHD,12,2,Wall-Hung,2,Pedestal,2,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,high,double,736198,63
small,Sira_Alice_Royal,14,3,One-Piece,1,Pedestal,1,Luxury,0,Luxury_Enclosure,1,Wall-Hung,2,GAS-6liters,poor,single,678413,51
medium,COPA_Aluminium,12,3,Basic-Ceramic,3,Wall-Mounted,1,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-50liters,poor,single,585913,58
medium,Primavera_H500,10,0,Wall-Hung,0,Pedestal,2,Luxury,0,Basic_Enclosure,0,Wall-Hung,1,Electric-30liters,high,double,604791,48
small,Samochauf_SAHD,10,1,One-Piece,3,Countertop,2,Standard,2,Basic_Enclosure,2,Wall-Hung,1,GAS-6liters,poor,double,651191,51
big,GLOBAL_ISEO_350,3,3,Wall-Hung,0,Countertop,1,Standard,1,Luxury_Enclosure,2,Wall-Hung,1,GAS-6liters,high,single,669774,37
big,COPA_Aluminium,3,0,One-Piece,0,Countertop,2,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,1,Electric-50liters,high,single,268887,25
medium,COPA_Aluminium,8,3,One-Piece,2,Countertop,2,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-11liters,high,single,486580,51
big,COPA_Aluminium,4,3,Basic-Ceramic,0,Countertop,1,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,high,double,472276,45
medium,Helyos_Evo,10,3,Basic-Ceramic,3,Pedestal,2,Standard,0,Basic_Enclosure,0,Bidet-Ceramic,0,Electric-30liters,poor,single,434896,40
medium,Primavera_H500,9,2,Basic-Ceramic,0,Pedestal,1,Luxury,0,Basic_Enclosure,1,Wall-Hung,2,GAS-11liters,poor,double,520345,34
small,COPA_Aluminium,14,2,One-Piece,1,Pedestal,1,Luxury,0,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,poor,double,497055,56
big,FONDITAL_ARDENTE_C2,12,2,Wall-Hung,2,Wall-Mounted,1,Luxury,0,Basic_Enclosure,1,Wall-Hung,0,GAS-6liters,poor,single,541116,53
small,GLOBAL_ISEO_350,16,0,Basic-Ceramic,2,Countertop,0,Luxury,0,Basic_Enclosure,0,Wall-Hung,1,Electric-30liters,high,single,1828139,38
small,Sira_Alice_Royal,8,2,Wall-Hung,2,Pedestal,1,Standard,2,Luxury_Enclosure,2,Wall-Hung,2,Electric-30liters,poor,double,767433,56
big,Sira_Alice_Royal,1,0,Basic-Ceramic,3,Wall-Mounted,0,Luxury,1,Basic_Enclosure,0,Wall-Hung,0,Electric-50liters,poor,single,129782,13
small,GLOBAL_ISEO_350,15,0,One-Piece,3,Countertop,1,Standard,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,Electric-30liters,poor,double,2194111,59
big,COPA_Aluminium,9,1,One-Piece,0,Pedestal,1,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,2,Electric-30liters,poor,double,453251,49
small,Helyos_Evo,6,2,Basic-Ceramic,2,Pedestal,2,Standard,0,Luxury_Enclosure,1,Wall-Hung,1,Electric-30liters,poor,single,363679,38
big,Sira_Alice_Royal,8,1,Basic-Ceramic,3,Wall-Mounted,1,Standard,0,Basic_Enclosure,2,Wall-Hung,1,Electric-50liters,poor,single,426146,36
medium,COPA_Aluminium,5,3,Wall-Hung,1,Wall-Mounted,2,Standard,1,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,high,double,569039,38
medium,COPA_Aluminium,9,2,Basic-Ceramic,2,Countertop,0,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,GAS-11liters,high,single,723745,59
medium,Sira_Alice_Royal,14,2,Basic-Ceramic,2,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,Electric-50liters,high,double,926465,71
small,COPA_Aluminium,0,0,Basic-Ceramic,1,Wall-Mounted,1,Standard,1,Luxury_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,poor,double,230402,15
small,Samochauf_SAHD,11,0,One-Piece,3,Wall-Mounted,1,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,1,GAS-6liters,poor,single,630720,52
medium,Sira_Alice_Royal,0,0,Basic-Ceramic,2,Countertop,2,Standard,0,Luxury_Enclosure,1,Wall-Hung,0,GAS-11liters,high,single,202657,16
small,Primavera_H500,13,3,Wall-Hung,3,Wall-Mounted,2,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,poor,single,934973,74
small,FONDITAL_ARDENTE_C2,11,0,One-Piece,0,Countertop,2,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-6liters,poor,double,412618,33
big,GLOBAL_ISEO_350,2,3,Basic-Ceramic,1,Pedestal,0,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,2,GAS-6liters,high,double,419101,25
big,Helyos_Evo,16,0,One-Piece,2,Countertop,1,Luxury,2,Luxury_Enclosure,2,Wall-Hung,2,GAS-6liters,high,single,979335,80
big,Helyos_Evo,2,1,One-Piece,1,Wall-Mounted,1,Luxury,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,1,GAS-11liters,high,single,420491,32
big,FONDITAL_ARDENTE_C2,3,1,Basic-Ceramic,0,Pedestal,0,Luxury,0,Basic_Enclosure,2,Wall-Hung,2,Electric-30liters,poor,single,219081,20
small,FONDITAL_ARDENTE_C2,13,1,Basic-Ceramic,3,Countertop,2,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-6liters,poor,double,638617,50
big,Samochauf_SAHD,6,3,Basic-Ceramic,1,Countertop,1,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,poor,single,484953,38
medium,Primavera_H500,2,2,Basic-Ceramic,2,Countertop,2,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,2,Electric-30liters,high,double,430315,32
medium,GLOBAL_ISEO_350,9,3,Wall-Hung,2,Wall-Mounted,2,Luxury,1,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,poor,double,1376685,54
medium,Helyos_Evo,0,1,Wall-Hung,1,Countertop,0,Standard,0,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,poor,double,238394,16
small,COPA_Aluminium,1,3,Wall-Hung,2,Wall-Mounted,2,Standard,2,Luxury_Enclosure,2,Bidet-Ceramic,1,Electric-50liters,poor,single,587469,44
medium,Samochauf_SAHD,3,1,One-Piece,1,Wall-Mounted,0,Standard,1,Basic_Enclosure,1,Wall-Hung,1,GAS-11liters,high,double,279375,32
small,Sira_Alice_Royal,12,2,One-Piece,0,Countertop,1,Standard,1,Luxury_Enclosure,1,Wall-Hung,1,Electric-50liters,high,single,670582,50
big,GLOBAL_ISEO_350,5,3,One-Piece,1,Pedestal,0,Luxury,1,Luxury_Enclosure,2,Bidet-Ceramic,2,GAS-6liters,poor,single,835523,36
small,Primavera_H500,10,0,One-Piece,1,Wall-Mounted,2,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-11liters,poor,double,663131,55
small,GLOBAL_ISEO_350,6,3,One-Piece,1,Wall-Mounted,0,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,poor,single,1008907,48
medium,FONDITAL_ARDENTE_C2,6,1,Wall-Hung,3,Countertop,1,Luxury,2,Basic_Enclosure,1,Bidet-Mixer-Tap,1,Electric-50liters,high,single,579726,43
big,Helyos_Evo,8,3,One-Piece,0,Countertop,2,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,2,Electric-30liters,high,double,599327,45
medium,Sira_Alice_Royal,8,0,One-Piece,0,Pedestal,0,Luxury,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,GAS-6liters,high,single,312194,27
small,COPA_Aluminium,0,2,Wall-Hung,3,Pedestal,1,Luxury,1,Basic_Enclosure,1,Wall-Hung,0,Electric-30liters,high,double,298841,33
medium,Sira_Alice_Royal,2,2,Basic-Ceramic,1,Wall-Mounted,2,Luxury,0,Luxury_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,high,double,407331,33
big,COPA_Aluminium,1,0,Basic-Ceramic,0,Pedestal,1,Standard,0,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,high,single,219977,17
big,FONDITAL_ARDENTE_C2,13,3,One-Piece,1,Pedestal,2,Standard,0,Luxury_Enclosure,0,Wall-Hung,1,GAS-11liters,high,single,621655,64
big,Helyos_Evo,5,2,Basic-Ceramic,2,Pedestal,2,Standard,0,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,high,double,412532,38
medium,Samochauf_SAHD,15,0,Basic-Ceramic,2,Pedestal,1,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,high,single,559667,68
medium,COPA_Aluminium,4,3,Basic-Ceramic,1,Pedestal,1,Luxury,0,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,poor,double,232598,20
medium,GLOBAL_ISEO_350,8,2,One-Piece,3,Pedestal,0,Luxury,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,GAS-6liters,high,single,1212240,52
big,Helyos_Evo,4,1,Basic-Ceramic,2,Wall-Mounted,0,Standard,1,Luxury_Enclosure,2,Bidet-Ceramic,2,Electric-30liters,poor,double,401141,33
medium,COPA_Aluminium,15,1,One-Piece,0,Pedestal,1,Luxury,0,Luxury_Enclosure,0,Wall-Hung,2,Electric-50liters,high,single,521569,61
big,Samochauf_SAHD,14,3,Wall-Hung,3,Wall-Mounted,2,Luxury,1,Basic_Enclosure,2,Wall-Hung,2,GAS-11liters,high,single,895418,91
medium,Helyos_Evo,16,1,Wall-Hung,0,Countertop,2,Standard,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,GAS-11liters,poor,single,760866,70
big,Samochauf_SAHD,8,3,One-Piece,0,Wall-Mounted,1,Standard,0,Basic_Enclosure,2,Wall-Hung,1,GAS-11liters,poor,single,408587,39
big,Samochauf_SAHD,12,2,One-Piece,2,Wall-Mounted,2,Standard,0,Luxury_Enclosure,2,Wall-Hung,0,Electric-50liters,high,single,510008,48
small,GLOBAL_ISEO_350,2,1,Basic-Ceramic,3,Wall-Mounted,2,Luxury,1,Basic_Enclosure,1,Wall-Hung,2,Electric-50liters,poor,double,661744,40
small,GLOBAL_ISEO_350,16,2,Wall-Hung,1,Countertop,1,Luxury,0,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,poor,double,1997459,56
medium,Helyos_Evo,5,1,Basic-Ceramic,1,Wall-Mounted,1,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-6liters,poor,double,477676,42
big,GLOBAL_ISEO_350,8,1,Basic-Ceramic,3,Countertop,2,Luxury,0,Basic_Enclosure,0,Wall-Hung,2,GAS-6liters,poor,single,1150573,51
big,FONDITAL_ARDENTE_C2,0,1,One-Piece,2,Pedestal,1,Standard,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,GAS-6liters,high,double,116678,12
medium,Primavera_H500,4,2,One-Piece,1,Wall-Mounted,2,Luxury,1,Basic_Enclosure,0,Bidet-Mixer-Tap,1,Electric-30liters,high,single,462752,32
big,Sira_Alice_Royal,7,2,One-Piece,2,Pedestal,1,Standard,0,Basic_Enclosure,0,Bidet-Mixer-Tap,1,GAS-11liters,poor,single,398291,33
medium,FONDITAL_ARDENTE_C2,16,1,Basic-Ceramic,3,Pedestal,0,Standard,0,Basic_Enclosure,0,Wall-Hung,1,Electric-30liters,high,double,522345,41
medium,COPA_Aluminium,3,1,Wall-Hung,0,Pedestal,0,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-30liters,poor,single,237656,16
medium,Primavera_H500,2,3,Basic-Ceramic,3,Countertop,1,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,0,Electric-50liters,poor,double,322348,27
medium,Primavera_H500,3,0,Wall-Hung,1,Pedestal,1,Luxury,0,Basic_Enclosure,2,Bidet-Ceramic,0,Electric-30liters,poor,single,215745,15
big,Sira_Alice_Royal,16,3,One-Piece,2,Pedestal,0,Standard,2,Basic_Enclosure,2,Wall-Hung,0,GAS-11liters,poor,single,785572,79
small,Primavera_H500,7,0,Wall-Hung,3,Countertop,2,Luxury,0,Basic_Enclosure,1,Wall-Hung,1,GAS-6liters,high,double,570156,40
small,Helyos_Evo,1,3,One-Piece,1,Countertop,1,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,2,Electric-50liters,high,double,388298,31
small,COPA_Aluminium,2,3,Basic-Ceramic,2,Countertop,1,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,poor,double,313345,30
medium,Primavera_H500,15,1,Basic-Ceramic,0,Countertop,2,Luxury,2,Luxury_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,high,single,973946,65
medium,Sira_Alice_Royal,6,3,Wall-Hung,2,Pedestal,0,Standard,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-11liters,high,double,378810,36
medium,Sira_Alice_Royal,11,2,One-Piece,0,Pedestal,0,Standard,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,GAS-6liters,high,double,790524,50
small,Samochauf_SAHD,6,0,Basic-Ceramic,2,Countertop,0,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,2,Electric-50liters,poor,double,407645,34
big,GLOBAL_ISEO_350,5,0,Basic-Ceramic,1,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,high,single,970153,39
small,Sira_Alice_Royal,15,2,One-Piece,1,Pedestal,0,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,high,double,781445,49
small,Sira_Alice_Royal,16,2,Basic-Ceramic,1,Countertop,1,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,1,Electric-30liters,poor,single,775304,75
medium,Samochauf_SAHD,10,2,Basic-Ceramic,3,Countertop,2,Standard,1,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,high,single,669334,52
medium,Helyos_Evo,8,2,One-Piece,2,Wall-Mounted,1,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,2,Electric-50liters,high,single,721126,59
medium,COPA_Aluminium,0,2,Basic-Ceramic,0,Wall-Mounted,0,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,high,single,262896,22
medium,Sira_Alice_Royal,15,1,Wall-Hung,0,Countertop,0,Standard,1,Luxury_Enclosure,1,Bidet-Ceramic,2,Electric-30liters,high,double,730240,64
medium,FONDITAL_ARDENTE_C2,0,3,One-Piece,1,Countertop,2,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,Electric-50liters,poor,double,614758,42
big,Sira_Alice_Royal,0,0,Wall-Hung,3,Pedestal,2,Luxury,0,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-6liters,poor,single,287565,22
small,FONDITAL_ARDENTE_C2,12,3,Basic-Ceramic,0,Countertop,2,Luxury,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,GAS-11liters,high,single,679183,57
big,GLOBAL_ISEO_350,0,0,Basic-Ceramic,3,Pedestal,2,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,1,Electric-50liters,poor,single,389779,28
big,Sira_Alice_Royal,1,2,One-Piece,1,Pedestal,1,Standard,1,Luxury_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,double,391793,30
big,Samochauf_SAHD,3,0,Basic-Ceramic,2,Wall-Mounted,2,Luxury,1,Basic_Enclosure,0,Bidet-Mixer-Tap,1,Electric-30liters,high,double,331680,27
medium,Helyos_Evo,10,2,Wall-Hung,2,Pedestal,1,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,0,GAS-6liters,poor,single,528235,42
small,COPA_Aluminium,8,0,Wall-Hung,0,Pedestal,0,Standard,1,Luxury_Enclosure,0,Wall-Hung,1,GAS-6liters,high,double,382157,31
